Accession,Length,Geo_Location
MT520524,29592,USA: Massachusetts
MT520525,29864,USA: Massachusetts
MT520526,29864,USA: Massachusetts
MT520527,29749,USA: Massachusetts
MT520528,29870,USA: Massachusetts
MT520529,29854,USA: Massachusetts
MT520530,29839,USA: Massachusetts
MT520531,29828,USA: Massachusetts
MT520532,29864,USA: Massachusetts
MT520533,29842,USA: Massachusetts
MT520534,29876,USA: Massachusetts
MT520535,29829,USA: Massachusetts
MT520536,29842,USA: Massachusetts
MT520537,29863,USA: Massachusetts
MT520538,29831,USA: Massachusetts
MT520539,29857,USA: Massachusetts
MT520540,29836,USA: Massachusetts
MT520541,29788,USA: Massachusetts
MT520542,29877,USA: Massachusetts
MT520543,29871,USA: Massachusetts
MT520544,29736,USA: Massachusetts
MT520545,29828,USA: Massachusetts
MT520546,29866,USA: Massachusetts
MT520547,29862,USA: Massachusetts
MT560525,29849,Turkey
MT560530,29862,Turkey
MT560531,29859,Turkey
MT560656,29800,India: Ahmedabad
MT560657,29800,India: Ahmedabad
MT560667,29800,India: Ahmedabad
MT560668,29800,India: Ahmedabad
MT560669,29800,India: Himatnagar
MT560670,29800,India: Ahmedabad
MT560671,29800,India: Ahmedabad
MT560672,29800,India: Ahmedabad
MT560673,29800,India: Prantij
MT560674,29800,India: Ahmedabad
MT560675,29800,India: Himatnagar
MT560677,29800,India: Khedbrahma
MT560679,29800,India: Ahmedabad
MT560680,29800,India: Ahmedabad
MT560682,29800,India: Ahmedabad
MT560689,29800,India: Bayad
MT560690,29800,India: Ahmedabad
MT560692,29800,India: Ahmedabad
MT560693,29800,India: Ahmedabad
MT560694,29800,India: Khedbrahma
MT560704,29800,India: Ahmedabad
MT560705,29800,India: Himatnagar
MT560706,29800,India: Khedbrahma
MT560827,29800,India: Prantij
MT565495,29834,USA
MT565496,29765,USA
MT565497,29765,USA
MT565498,29765,USA
MT565499,29820,USA
MT566434,29863,Bangladesh
MT566435,29833,Bangladesh
MT566436,29829,Bangladesh
MT566437,29828,Bangladesh
MT566438,29834,Bangladesh
MT513758,29875,Morocco
MT517419,29782,Hong Kong
MT557568,29835,USA
MT557569,29834,USA
MT557570,29834,USA
MT558647,29865,USA: Virginia
MT558648,29900,USA: Virginia
MT558649,29864,USA: Virginia
MT558650,29891,USA: Virginia
MT558651,29840,USA: Virginia
MT558652,29886,USA: Virginia
MT558653,29895,USA: Virginia
MT558654,29865,USA: Virginia
MT558655,29900,USA: Virginia
MT558656,29865,USA: Virginia
MT558657,29894,USA: Virginia
MT558658,29862,USA: Virginia
MT558659,29887,USA: Virginia
MT558660,29858,USA: Virginia
MT558661,29868,USA: Virginia
MT558662,29898,USA: Virginia
MT558663,29858,USA: Virginia
MT558664,29873,USA: Virginia
MT558665,29854,USA: Virginia
MT558666,29897,USA: Virginia
MT558667,29854,USA: Virginia
MT558668,29896,USA: Virginia
MT558669,29893,USA: Virginia
MT558670,29896,USA: Virginia
MT558671,29828,USA: Virginia
MT558672,29848,USA: Virginia
MT558673,29817,USA: Virginia
MT558674,29857,USA: Virginia
MT558675,29894,USA: Virginia
MT558676,29901,USA: Virginia
MT558677,29895,USA: Virginia
MT558678,29900,USA: Virginia
MT558679,29899,USA: Virginia
MT558680,29860,USA: Virginia
MT558681,29861,USA: Virginia
MT558682,29865,USA: Virginia
MT558683,29858,USA: Virginia
MT558684,29901,USA: Virginia
MT558685,29894,USA: Virginia
MT558686,29895,USA: Virginia
MT558687,29897,USA: Virginia
MT558688,29895,USA: Virginia
MT558689,29826,USA: Virginia
MT558690,29894,USA: Virginia
MT558691,29870,USA: Virginia
MT558692,29888,USA: Virginia
MT558693,29865,USA: Virginia
MT558694,29883,USA: Virginia
MT558695,29860,USA: Virginia
MT558696,29862,USA: Virginia
MT558697,29899,USA: Virginia
MT558698,29829,USA: Virginia
MT558699,29863,USA: Virginia
MT558700,29865,USA: Virginia
MT558701,29865,USA: Virginia
MT558702,29854,USA: Virginia
MT558703,29837,USA: Virginia
MT558704,29836,USA: Virginia
MT558705,29860,USA: Virginia
MT558706,29902,USA: Virginia
MT558707,29899,USA: Virginia
MT559037,29611,Tunisia: Bizerte
MT559038,29611,Tunisia: Ben Arous
MT559800,29834,USA
MT559801,29836,USA
MT559802,29834,USA
MT559803,29834,USA
MT373156,287,Italy: Rome
MT373157,287,Italy: Milan
MT373158,287,Italy: Milan
MT373159,287,Italy: Rome
MT373160,287,Italy: Rome
MT373161,287,Italy: Rome
MT373162,469,Italy: Milan
MT373163,469,Italy: Rome
MT510744,29733,Hong Kong
MT510745,29611,Hong Kong
MT549878,29663,Kenya
MT549887,29728,Kenya
MT551604,29834,USA
MT551605,29835,USA
MT551606,29835,USA
MT551607,29834,USA
MT551608,29834,USA
MT551609,29834,USA
MT554052,29834,USA
MT544306,559,Iran
MT544307,197,Iran
MT544308,490,Iran
MT544614,1200,Iran
MT544615,222,Iran
MT544616,380,Iran
MT547814,29829,Hong Kong
MT539726,29901,Germany
MT539729,29895,USA
MT539157,346,Pakistan
MT539158,29823,Bangladesh
MT539159,29892,Bangladesh
MT539160,29758,Bangladesh
MT539161,29669,USA: Georgia
MT539162,29872,USA: Georgia
MT539163,29815,USA: Georgia
MT539164,29800,India: Vadodara
MT539165,29800,India: Vadodara
MT539166,29800,India: Vadodara
MT539167,29800,India: Vadodara
MT539168,29800,India: Vadodara
MT539169,29800,India: Vadodara
MT539170,29800,India: Rajkot
MT539171,29800,India: Vadodara
MT539172,29800,India: Vadodara
MT539173,29800,India: Vadodara
MT539174,29800,India: Rajkot
MT539175,29800,India: Vadodara
MT539176,29800,India: Vadodara
MT407649,29833,China: Zhejiang
MT407650,29821,China: Zhejiang
MT407651,29822,China: Zhejiang
MT407652,29835,China: Zhejiang
MT407653,29835,China: Zhejiang
MT407654,29817,China: Zhejiang
MT407655,29817,China: Zhejiang
MT407656,29835,China: Zhejiang
MT407657,29776,China: Zhejiang
MT407658,29770,China: Zhejiang
MT407659,29828,China: Zhejiang
MT534285,29838,Czech Republic
MT534303,29755,USA: CA
MT534304,29891,USA: CA
MT534305,29863,USA: CA
MT534306,29899,USA: CA
MT534307,29901,USA: CA
MT534308,29862,USA: CA
MT534309,29900,USA: CA
MT534310,29847,USA: CA
MT534311,29901,USA: CA
MT534312,29892,USA: CA
MT534313,29903,USA: CA
MT534314,29900,USA: CA
MT534315,29902,USA: CA
MT534316,29875,USA: CA
MT534317,29899,USA: CA
MT534318,29896,USA: CA
MT534319,29652,USA: CA
MT534320,29901,USA: CA
MT534321,29852,USA: CA
MT534322,29901,USA: CA
MT534323,29861,USA: CA
MT534324,29900,USA: CA
MT534325,29861,USA: CA
MT534326,29857,USA: CA
MT534327,29899,USA: CA
MT534328,29899,USA: CA
MT534329,29890,USA: CA
MT534330,29903,USA: CA
MT534331,29856,USA: CA
MT534332,29858,USA: CA
MT534333,29883,USA: CA
MT534334,29861,USA: CA
MT534335,29900,USA: CA
MT534336,29890,USA: CA
MT534337,29860,USA: CA
MT534338,29867,USA: CA
MT534339,29898,USA: CA
MT534630,29845,"China: Jiangsu, Changzhou"
MT535472,29903,USA
MT535473,29846,USA
MT535474,29873,USA
MT535475,29814,USA
MT535476,29886,USA
MT535477,29901,USA
MT535478,29864,USA
MT535479,29832,USA
MT535480,29901,USA
MT535481,29899,USA
MT535482,29864,USA
MT535483,29901,USA
MT535484,29842,USA
MT535485,28426,USA
MT535486,29903,USA
MT535487,29903,USA
MT535488,29903,USA
MT535489,29903,USA
MT535490,29903,USA
MT535491,29903,USA
MT535492,29903,USA
MT535493,29903,USA
MT535494,29903,USA
MT535495,29852,USA
MT535496,29892,USA
MT535497,29850,USA
MT535498,29816,USA
MT535499,29850,USA
MT535500,29829,USA
MT535501,29903,USA
MT535502,29807,USA
MT535503,29841,USA
MT535504,29891,USA
MT535505,29903,USA
MT535506,29820,USA
MT535507,29873,USA
MT535508,29903,USA
MT535509,29903,USA
MT536176,29777,"USA: NAPOLEONVILLE, LA"
MT536177,29777,"USA: New Orleans, LA"
MT536178,29776,"USA: LACOMBE, LA"
MT536179,29776,"USA: MARRERO, LA"
MT536180,29777,"USA: New Orleans, LA"
MT536181,29777,"USA: METAIRIE, LA"
MT536182,29776,"USA: CHALMETTE, LA"
MT536183,29776,"USA: VIOLET, LA"
MT536184,29777,"USA: SLIDELL, LA"
MT536185,29777,"USA: New Orleans, LA"
MT536186,29776,"USA: New Orleans, LA"
MT536187,29776,"USA: HAMMOND, LA"
MT536188,29776,"USA: KENNER, LA"
MT536189,29777,"USA: AVONDALE, LA"
MT536190,29777,"USA: METAIRIE, LA"
MT536954,29903,USA
MT536955,29899,USA
MT536956,29900,USA
MT536957,29863,USA
MT536958,29899,USA
MT536959,29873,USA
MT536960,29869,USA
MT536961,29898,USA
MT536962,29886,USA
MT536963,29869,USA
MT536964,29902,USA
MT536965,29899,USA
MT536966,29864,USA
MT536967,29872,USA
MT536968,29881,USA
MT536969,29893,USA
MT536970,29902,USA
MT536971,29903,USA
MT536972,29901,USA
MT536973,29903,USA
MT536974,29903,USA
MT536975,29903,USA
MT536976,29903,USA
MT536977,29903,USA
MT525950,29760,Italy: Lazio
MT527178,29760,Italy: Lazio
MT527184,29834,Italy: Lazio
MT528235,29818,Italy: Lazio
MT528237,29834,Italy: Lazio
MT528238,29834,Italy: Lazio
MT528239,29834,Italy: Lazio
MT528598,29834,USA
MT528599,29834,USA
MT528600,29834,USA
MT528601,29834,USA
MT528602,29834,USA
MT528603,29834,USA
MT528604,29834,USA
MT528605,29835,USA
MT528606,29834,USA
MT528607,29834,USA
MT528608,29847,USA
MT528609,29835,USA
MT528610,29834,USA
MT528611,29834,USA
MT528612,29835,USA
MT528613,29834,USA
MT528614,29834,USA
MT528615,29836,USA
MT528616,29834,USA
MT528617,29834,USA
MT528618,29834,USA
MT528619,29834,USA
MT528620,29835,USA
MT528621,29835,USA
MT528622,29834,USA
MT528623,29835,USA
MT528624,29834,USA
MT528625,29834,USA
MT528626,29835,USA
MT528627,29834,USA
MT528628,29845,USA
MT528629,29834,USA
MT528630,29834,USA
MT528631,29834,USA
MT531537,29901,Italy
MT532435,29879,USA
MT532436,29882,USA
MT532437,29882,USA
MT532438,29882,USA
MT532557,29882,USA
MT533197,29882,USA
MT533198,29882,USA
MT533199,29882,USA
MT533200,29882,USA
MT533201,29882,USA
MT533202,29882,USA
MT533203,29882,USA
MT533204,29814,USA: CA
MT533205,29811,USA: CA
MT533206,29805,USA: CA
MT533207,29628,USA: CA
MT533208,29815,USA: CA
MT533209,29808,USA: CA
MT533210,29849,USA: CA
MT533211,29798,USA: CA
MT533212,29824,USA: CA
MT533213,29798,USA: CA
MT533214,29799,USA: CA
MT533215,29813,USA: CA
MT533216,29800,USA: CA
MT533217,29799,USA: CA
MT533218,29852,USA: CA
MT533219,29800,USA: CA
MT533220,29834,USA: CA
MT533221,29834,USA: CA
MT533222,29841,USA: CA
MT533223,29842,USA: CA
MT533224,29798,USA: CA
MT533225,29802,USA: CA
MT533226,29830,USA: CA
MT533227,29798,USA: CA
MT533228,29815,USA: CA
MT533229,29803,USA: CA
MT533230,29805,USA: CA
MT533231,29799,USA: CA
MT533232,29842,USA: CA
MT533233,29854,USA: CA
MT533234,29880,USA: CA
MT533235,29804,USA: CA
MT533236,29860,USA: CA
MT533237,29806,USA: CA
MT533238,29827,USA: CA
MT506974,29828,USA: FL
MT506975,29865,USA: FL
MT506976,29870,USA: FL
MT506977,29833,USA: FL
MT506978,29864,USA: FL
MT506979,29831,USA: FL
MT506980,29825,USA: FL
MT506981,29864,USA: FL
MT506982,29835,USA: FL
MT506983,29794,USA: FL
MT506984,29833,USA: FL
MT506985,29832,USA: FL
MT506986,29856,USA: FL
MT506987,29831,USA: FL
MT506988,29831,USA: FL
MT506989,29832,USA: FL
MT506990,29831,USA: FL
MT506991,29850,USA: FL
MT506992,29829,USA: FL
MT506993,29863,USA: FL
MT506994,29832,USA: FL
MT506995,29832,USA: FL
MT506996,29803,USA: FL
MT506997,29832,USA: FL
MT506998,29802,USA: FL
MT506999,29827,USA: FL
MT507000,29870,USA: FL
MT507001,29831,USA: FL
MT507002,29860,USA: FL
MT507003,29836,USA: FL
MT507004,29831,USA: FL
MT507005,29796,USA: FL
MT507006,29863,USA: FL
MT507007,29832,USA: FL
MT507008,29834,USA: FL
MT507009,29831,USA: FL
MT507010,29828,USA: FL
MT507011,29782,USA: FL
MT507012,29831,USA: FL
MT507013,29828,USA: FL
MT507014,29893,USA: FL
MT507015,29827,USA: FL
MT507016,29802,USA: FL
MT507017,29782,USA: FL
MT507018,29864,USA: FL
MT507019,29862,USA: FL
MT507020,29857,USA: FL
MT507021,29863,USA: FL
MT507022,29803,USA: FL
MT507023,29803,USA: FL
MT507024,29829,USA: FL
MT507025,29803,USA: FL
MT507026,29006,USA: FL
MT507027,29805,USA: FL
MT507028,29819,USA: FL
MT507029,29803,USA: FL
MT507030,29811,USA: FL
MT507031,29834,USA: FL
MT507032,29834,USA: FL
MT517420,29856,Czech Republic
MT517421,29865,Czech Republic
MT517422,29862,Czech Republic
MT517423,29866,Czech Republic
MT517424,29862,Czech Republic
MT517425,29866,Czech Republic
MT517426,29861,Czech Republic
MT517427,29867,Czech Republic
MT517428,29852,Czech Republic
MT517429,29869,Czech Republic
MT517430,29855,Czech Republic
MT517431,29867,Czech Republic
MT517432,29862,Czech Republic
MT517433,29871,Czech Republic
MT517434,29859,Czech Republic
MT517436,29900,Taiwan
MT517437,29895,Taiwan
MT521348,3822,Serbia
MT522852,29834,USA
MT522853,29834,USA
MT522854,29835,USA
MT522855,29834,USA
MT510643,29544,Russia: Moscow region
MT510718,29799,USA
MT510719,29745,USA
MT510720,29446,USA
MT510721,29645,USA
MT510722,29799,USA
MT510723,29719,USA
MT510724,29310,USA
MT510725,29799,USA
MT510726,29799,USA
MT510727,29903,China
MT510728,29903,China
MT510747,29457,Russia: Moscow region
MT510999,29890,Netherlands: Leiden
MT511066,29903,Poland
MT511067,29903,Poland
MT511068,29903,Poland
MT511069,29903,Poland
MT511070,29903,Poland
MT511071,29903,Poland
MT511072,29897,Poland
MT511073,29903,Poland
MT511074,29903,Poland
MT511075,29902,Poland
MT511076,29897,Poland
MT511077,29903,Poland
MT511078,29875,Poland
MT511079,29901,Poland
MT511080,29903,Poland
MT511081,29903,Poland
MT511082,29897,Poland
MT511673,29901,USA: FL
MT511674,29894,USA: FL
MT511675,29902,USA: FL
MT511676,29899,USA: FL
MT511677,29784,USA: FL
MT511678,29901,USA: FL
MT511679,29903,USA: FL
MT511680,29892,USA: FL
MT511681,29782,USA: FL
MT511682,29795,USA: FL
MT511683,29782,USA: FL
MT511684,29833,USA: FL
MT511685,29828,USA: FL
MT511686,29815,USA: FL
MT511687,29795,USA: FL
MT511688,29800,USA: FL
MT511689,29623,USA: FL
MT511690,29797,USA: FL
MT511691,29832,USA: FL
MT511692,29795,USA: FL
MT511693,29818,USA: FL
MT511694,29797,USA: FL
MT511695,29803,USA: FL
MT511696,29803,USA: FL
MT511697,29649,USA: FL
MT511698,29829,USA: FL
MT511699,29803,USA: FL
MT511700,29832,USA: FL
MT511701,29800,USA: FL
MT512415,29876,USA
MT512416,29882,USA
MT512417,29882,USA
MT512418,29861,USA
MT512419,29861,USA
MT512420,29882,USA
MT512421,29882,USA
MT512422,29882,USA
MT512423,29882,USA
MT512424,29882,USA
MT512425,29882,USA
MT512426,29882,USA
MT512427,29882,USA
MT512428,29882,USA
MT512429,29882,USA
MT512430,29882,USA
MT512431,29882,USA
MT512433,29882,USA
MT512434,29882,USA
MT512435,29882,USA
MT512436,29882,USA
MT512437,29882,USA
MT512438,29882,USA
MT512439,29882,USA
MT512440,29882,USA
MT512441,29882,USA
MT512442,29882,USA
MT512443,29882,USA
MT512444,29882,USA
MT512445,29882,USA
MT512446,29882,USA
MT512447,29882,USA
MT512644,29882,USA
MT512645,29882,USA
MT509958,29724,Bangladesh
MT509959,29796,India: Jamnagar
MT509649,29793,India: Vadodara
MT509650,29800,India: Vadodara
MT509651,29800,India: Vadodara
MT509656,29798,India: Vadodara
MT509657,29800,India: Dahod
MT509658,29800,India: Dahod
MT509659,29800,India: Vadodara
MT509669,29802,USA: Michigan
MT509670,29798,USA: Michigan
MT509671,29798,USA: Michigan
MT509672,29804,USA: Michigan
MT509673,29804,USA: Michigan
MT509674,29820,USA: Michigan
MT509675,29793,USA: Michigan
MT509676,29798,USA: Michigan
MT509677,29798,USA: Michigan
MT509678,29804,USA: Michigan
MT509679,29780,USA: Michigan
MT509680,29803,USA: Michigan
MT509681,29797,USA: Michigan
MT509682,29797,USA: Michigan
MT509683,29804,USA: Michigan
MT509684,29794,USA: Michigan
MT509685,29796,USA: Michigan
MT509686,29804,USA: Michigan
MT509687,29812,USA: Michigan
MT509688,29817,USA: Michigan
MT509689,29796,USA: Michigan
MT509690,29805,USA: Michigan
MT509691,29812,USA: Michigan
MT509692,29799,USA: Michigan
MT509693,29782,USA: Michigan
MT509694,29789,USA: Michigan
MT509695,29798,USA: Michigan
MT509696,29806,USA: Michigan
MT509697,29792,USA: Michigan
MT509698,29804,USA: Michigan
MT509699,29788,USA: Michigan
MT509700,29800,USA: Michigan
MT509701,29804,USA: Michigan
MT509702,29803,USA: Michigan
MT509703,29806,USA: Michigan
MT509704,29797,USA: Michigan
MT509452,29782,USA
MT509453,29782,USA
MT509454,29782,USA
MT509455,29782,USA
MT509456,29782,USA
MT509457,29782,USA
MT509458,29782,USA
MT509459,29782,USA
MT509460,29782,USA
MT509461,29782,USA
MT509462,29782,USA
MT509463,29782,USA
MT509464,29782,USA
MT509465,29782,USA
MT509466,29782,USA
MT509467,29782,USA
MT509468,29782,USA
MT509469,29782,USA
MT509470,29782,USA
MT509471,29782,USA
MT509472,29782,USA
MT509473,29782,USA
MT509474,29782,USA
MT509475,29782,USA
MT509476,29782,USA
MT509477,29782,USA
MT509478,29782,USA
MT509479,29782,USA
MT509480,29782,USA
MT509481,29782,USA
MT509482,29782,USA
MT509483,29782,USA
MT509484,29782,USA
MT509485,29782,USA
MT509486,29782,USA
MT509487,29782,USA
MT509488,29782,USA
MT509489,29782,USA
MT509490,29782,USA
MT509491,29782,USA
MT509492,29782,USA
MT509493,29782,USA
MT509494,29800,India: Vadodara
MT509495,29800,India: Kodinar
MT509496,29800,India: Botad
MT509497,29800,India: Una
MT509498,29800,India: Jamnagar
MT509499,29800,India: Jamnagar
MT509500,29800,India: Dahod
MT509501,29800,India: Jamnagar
MT509502,29800,India: Jamnagar
MT509503,29800,India: Junagadh
MT509504,29800,India: Rajkot
MT509505,29800,India: Ahmedabad
MT509506,29800,India: Rajkot
MT509507,29800,India: Una
MT509508,29800,India: Jamnagar
MT509509,29800,India: Ahmedabad
MT509510,29800,India: Una
MT509511,29800,India: Rajkot
MT509512,29800,India: Dahod
MT506199,29813,USA: Michigan
MT506200,29803,USA: Michigan
MT506201,29847,USA: Michigan
MT506202,29804,USA: Michigan
MT506203,29810,USA: Michigan
MT506204,29798,USA: Michigan
MT506205,29809,USA: Michigan
MT506206,29796,USA: Michigan
MT506207,29797,USA: Michigan
MT506208,29770,USA: Michigan
MT506209,29805,USA: Michigan
MT506210,29793,USA: Ohio
MT506211,29793,USA: Michigan
MT506212,29787,USA: Michigan
MT506213,29799,USA: Michigan
MT506214,29814,USA: Michigan
MT506215,29845,USA: Michigan
MT506216,29814,USA: Michigan
MT506217,29812,USA: Michigan
MT506218,29681,USA: Michigan
MT506219,29813,USA: Michigan
MT506220,29813,USA: Michigan
MT506221,29841,USA: Michigan
MT506222,29857,USA: Michigan
MT506223,29807,USA: Michigan
MT506224,29812,USA: Michigan
MT506225,29813,USA: Michigan
MT506226,29813,USA: Michigan
MT506227,29815,USA: Michigan
MT506228,29813,USA: Michigan
MT506229,29813,USA: Michigan
MT506526,29812,USA: Michigan
MT506527,29785,USA: Michigan
MT506528,29815,USA: Michigan
MT506529,29803,USA: Michigan
MT506530,29804,USA: Michigan
MT506531,29793,USA: Michigan
MT506532,29807,USA: Michigan
MT506533,29807,USA: Michigan
MT506534,29808,USA: Michigan
MT506535,29793,USA: Michigan
MT506536,29800,USA: Michigan
MT506537,29819,USA: Michigan
MT506538,29804,USA: Michigan
MT506539,29823,USA: Michigan
MT506540,29808,USA: Michigan
MT506541,29811,USA: Michigan
MT506542,29802,USA: Michigan
MT506543,29817,USA: Michigan
MT506544,29799,USA: Michigan
MT506545,29796,USA: Michigan
MT506546,29804,USA: Michigan
MT506547,29798,USA: Michigan
MT506548,29804,USA: Michigan
MT506549,29815,USA: Michigan
MT506550,29810,USA: Michigan
MT506551,29813,USA: Michigan
MT506552,29798,USA: Michigan
MT506553,29813,USA: Michigan
MT506554,29805,USA: Michigan
MT506555,29803,USA: Michigan
MT506556,29824,USA: Michigan
MT506557,29812,USA: Michigan
MT506558,29802,USA: Michigan
MT506559,29823,USA: Michigan
MT506560,29812,USA: Michigan
MT506561,29807,USA: Michigan
MT506562,29825,USA: Michigan
MT506563,29772,USA: Michigan
MT506564,29806,USA: Michigan
MT506565,29803,USA: Michigan
MT506566,29806,USA: Michigan
MT506567,29797,USA: Michigan
MT506568,29804,USA: Michigan
MT506569,29803,USA: Michigan
MT506570,29831,USA: Michigan
MT506571,29810,USA: Michigan
MT506572,29804,USA: Michigan
MT506573,29832,USA: Michigan
MT506574,29803,USA: Michigan
MT506575,29804,USA: Michigan
MT506576,29809,USA: Michigan
MT506577,29805,USA: Michigan
MT506578,29808,USA: Michigan
MT506579,29823,USA: Michigan
MT506580,29805,USA: Michigan
MT506581,29814,USA: Michigan
MT506582,29804,USA: Michigan
MT506583,29793,USA: Michigan
MT506584,29805,USA: Michigan
MT506585,29817,USA: Michigan
MT506586,29825,USA: Michigan
MT506587,29813,USA: Michigan
MT506636,29803,USA: Michigan
